,volcano,hazard,VEI,prob,mass,buffer,volume,length_primary,length_unclassified,length_residential,length_service,length_living_street,length_tertiary,length_secondary,length_trunk,length_trunk_link,length_primary_link,length_tertiary_link,length_motorway,length_motorway_link,length_secondary_link,length_road,month,length_motorcycle_link
7,Leroboleng,Tephra,4.0,10,100.0,,,74.31,66.64,83.06,4.76,,65.86,40.53,,,,,,,,,7,
8,Leroboleng,Tephra,4.0,50,1.0,,,221.22,442.04,682.36,25.33,0.65,357.89,27.73,,,0.04,0.07,,,,,7,
9,Leroboleng,Tephra,4.0,50,100.0,,,70.23,31.43,48.01,4.24,,35.64,40.53,,,,,,,,,7,
10,Leroboleng,Tephra,4.0,90,1.0,,,180.61,327.32,626.83,24.03,0.65,313.63,27.73,,,0.04,0.07,,,,,7,
11,Leroboleng,Tephra,4.0,90,100.0,,,23.8,29.08,23.62,,,34.27,40.53,,,,,,,,,7,
12,Leroboleng,Tephra,5.0,10,1.0,,,847.16,4156.97,5696.41,644.68,7.86,2157.2,846.22,,,0.2,0.32,,,0.16,,7,
13,Leroboleng,Tephra,5.0,10,100.0,,,205.09,350.29,661.39,25.12,0.65,366.05,40.53,,,0.04,0.07,,,,,7,
14,Leroboleng,Tephra,5.0,50,1.0,,,650.24,3088.06,4412.73,145.35,3.02,1624.09,500.54,,,0.13,0.22,,,0.13,,7,
15,Leroboleng,Tephra,5.0,50,100.0,,,142.94,232.98,453.13,20.03,0.65,257.8,40.53,,,0.04,0.07,,,,,7,
16,Leroboleng,Tephra,5.0,90,1.0,,,509.42,1795.24,2568.89,92.46,3.67,1078.89,346.4,,,0.11,0.25,,,0.07,,7,
17,Leroboleng,Tephra,5.0,90,100.0,,,108.68,120.95,159.63,7.25,,160.94,40.53,,,,,,,,,7,
0,Leroboleng,Tephra,3.0,10,1.0,,,92.95,89.96,104.77,5.61,,87.39,40.53,,,,,,,,,8,
1,Leroboleng,Tephra,3.0,10,100.0,,,14.14,6.59,13.06,,,8.85,40.53,,,,,,,,,8,
2,Leroboleng,Tephra,3.0,50,1.0,,,78.14,64.39,70.68,4.27,,35.64,40.53,,,,,,,,,8,
3,Leroboleng,Tephra,3.0,50,100.0,,,,6.59,7.31,,,8.85,40.53,,,,,,,,,8,
4,Leroboleng,Tephra,3.0,90,1.0,,,77.87,48.4,44.25,,,35.64,40.53,,,,,,,,,8,
5,Leroboleng,Tephra,3.0,90,100.0,,,,3.63,3.65,,,,12.81,,,,,,,,,8,
6,Leroboleng,Tephra,4.0,10,1.0,,,335.6,606.75,906.96,36.56,0.65,490.38,33.69,,,0.08,0.07,,,,,8,
7,Leroboleng,Tephra,4.0,10,100.0,,,77.87,62.43,71.72,4.27,,35.64,40.53,,,,,,,,,8,
8,Leroboleng,Tephra,4.0,50,1.0,,,241.16,501.95,712.36,27.36,0.65,357.15,27.73,,,0.04,0.07,,,,,8,
9,Leroboleng,Tephra,4.0,50,100.0,,,70.23,40.73,35.85,,,35.64,40.53,,,,,,,,,8,
10,Leroboleng,Tephra,4.0,90,1.0,,,195.38,345.05,616.41,23.65,0.65,303.66,27.73,,,0.04,0.07,,,,,8,
11,Leroboleng,Tephra,4.0,90,100.0,,,8.31,24.39,16.67,,,34.27,40.53,,,,,,,,,8,
12,Leroboleng,Tephra,5.0,10,1.0,,,891.84,4339.75,5732.13,652.72,7.86,2294.31,894.03,,,0.2,0.3,,,0.16,,8,
13,Leroboleng,Tephra,5.0,10,100.0,,,227.45,398.37,685.88,25.78,0.65,364.25,40.53,,,0.04,0.07,,,,,8,
14,Leroboleng,Tephra,5.0,50,1.0,,,649.49,3271.45,4780.28,153.87,3.02,1744.11,500.54,,,0.13,0.22,,,0.13,,8,
15,Leroboleng,Tephra,5.0,50,100.0,,,155.58,225.71,448.8,20.79,0.65,259.21,40.53,,,0.04,0.07,,,,,8,
16,Leroboleng,Tephra,5.0,90,1.0,,,593.4,2267.41,3326.36,121.85,3.67,1326.39,436.43,,,0.11,0.25,,,0.13,,8,
17,Leroboleng,Tephra,5.0,90,100.0,,,108.28,120.8,137.93,6.54,,111.05,40.53,,,,,,,,,8,
0,Leroboleng,Tephra,3.0,10,1.0,,,83.3,76.04,97.48,4.91,,86.18,40.53,,,,,,,,,9,
1,Leroboleng,Tephra,3.0,10,100.0,,,14.14,6.59,10.89,,,8.85,40.53,,,,,,,,,9,
2,Leroboleng,Tephra,3.0,50,1.0,,,77.87,59.72,60.56,4.27,,35.64,40.53,,,,,,,,,9,
3,Leroboleng,Tephra,3.0,50,100.0,,,,6.59,7.89,,,8.85,40.53,,,,,,,,,9,
4,Leroboleng,Tephra,3.0,90,1.0,,,67.91,38.2,40.47,,,35.64,40.53,,,,,,,,,9,
5,Leroboleng,Tephra,3.0,90,100.0,,,,3.63,3.65,,,8.85,12.81,,,,,,,,,9,
6,Leroboleng,Tephra,4.0,10,1.0,,,311.87,567.45,875.46,29.34,0.65,503.33,27.73,,,0.08,0.07,,,,,9,
7,Leroboleng,Tephra,4.0,10,100.0,,,70.23,53.03,73.66,4.76,,65.86,40.53,,,,,,,,,9,
8,Leroboleng,Tephra,4.0,50,1.0,,,227.23,396.33,665.77,26.01,0.65,351.67,27.73,,,0.04,0.07,,,,,9,
9,Leroboleng,Tephra,4.0,50,100.0,,,63.38,37.17,38.25,,,35.64,40.53,,,,,,,,,9,
10,Leroboleng,Tephra,4.0,90,1.0,,,165.07,277.51,534.49,22.7,0.65,280.67,27.73,,,0.04,0.07,,,,,9,
11,Leroboleng,Tephra,4.0,90,100.0,,,8.31,24.39,18.09,,,30.77,40.53,,,,,,,,,9,
12,Leroboleng,Tephra,5.0,10,1.0,,,879.72,4060.42,5722.77,614.17,7.08,2160.89,770.45,,,0.15,0.32,,,0.16,,9,
13,Leroboleng,Tephra,5.0,10,100.0,,,252.01,386.73,711.32,28.99,0.65,402.55,40.53,,,0.08,0.07,,,,,9,
14,Leroboleng,Tephra,5.0,50,1.0,,,665.09,3014.62,4439.52,149.91,3.41,1605.34,502.12,,,0.13,0.29,,,0.13,,9,
15,Leroboleng,Tephra,5.0,50,100.0,,,123.14,162.56,256.21,11.09,0.26,196.97,40.53,,,0.04,,,,,,9,
16,Leroboleng,Tephra,5.0,90,1.0,,,448.93,1152.85,1778.23,55.67,0.65,759.08,156.46,,,0.1,0.12,,,0.07,,9,
17,Leroboleng,Tephra,5.0,90,100.0,,,95.05,78.69,87.99,4.88,,65.22,40.53,,,,,,,,,9,
0,Leroboleng,Tephra,3.0,10,1.0,,,90.55,68.02,90.29,4.89,,65.86,40.53,,,,,,,,,10,
1,Leroboleng,Tephra,3.0,10,100.0,,,14.14,6.59,11.49,,,8.85,40.53,,,,,,,,,10,
2,Leroboleng,Tephra,3.0,50,1.0,,,73.81,47.18,51.7,4.37,,35.64,40.53,,,,,,,,,10,
3,Leroboleng,Tephra,3.0,50,100.0,,,,6.59,6.76,,,8.85,40.53,,,,,,,,,10,
4,Leroboleng,Tephra,3.0,90,1.0,,,56.55,42.5,33.2,,,34.27,40.53,,,,,,,,,10,
5,Leroboleng,Tephra,3.0,90,100.0,,,,3.63,6.06,,,,12.81,,,,,,,,,10,
6,Leroboleng,Tephra,4.0,10,1.0,,,251.1,504.42,850.35,32.21,0.65,533.22,27.73,,,0.08,0.07,,,,,10,
7,Leroboleng,Tephra,4.0,10,100.0,,,73.81,47.89,59.06,4.24,,61.83,40.53,,,,,,,,,10,
8,Leroboleng,Tephra,4.0,50,1.0,,,199.09,281.79,550.46,25.98,0.65,343.76,27.73,,,0.08,0.07,,,,,10,
9,Leroboleng,Tephra,4.0,50,100.0,,,52.97,28.14,35.61,,,25.44,40.53,,,,,,,,,10,
10,Leroboleng,Tephra,4.0,90,1.0,,,128.61,111.28,174.61,8.57,,178.91,27.73,,,,,,,,,10,
11,Leroboleng,Tephra,4.0,90,100.0,,,23.8,6.59,20.47,,,23.8,40.53,,,,,,,,,10,
12,Leroboleng,Tephra,5.0,10,1.0,,,817.94,3685.66,5499.66,191.62,3.74,1947.69,558.72,,,0.13,0.32,,,0.16,,10,
13,Leroboleng,Tephra,5.0,10,100.0,,,213.59,291.17,636.73,27.47,0.65,378.45,40.53,,,0.08,0.07,,,,,10,
14,Leroboleng,Tephra,5.0,50,1.0,,,691.26,2491.43,3754.61,138.61,3.67,1537.99,482.75,,,0.18,0.25,,,0.16,,10,
15,Leroboleng,Tephra,5.0,50,100.0,,,125.52,114.8,175.0,8.89,,140.72,40.53,,,,,,,,,10,
16,Leroboleng,Tephra,5.0,90,1.0,,,453.25,1240.19,1902.71,62.34,0.65,928.23,158.04,,,0.14,0.12,,,0.07,,10,
17,Leroboleng,Tephra,5.0,90,100.0,,,87.2,90.25,118.13,5.4,,92.84,40.53,,,,,,,,,10,
0,Leroboleng,Tephra,3.0,10,1.0,,,99.79,78.85,128.17,8.33,,126.75,40.53,,,0.04,,,,,,11,
1,Leroboleng,Tephra,3.0,10,100.0,,,14.14,12.57,14.69,,,,40.53,,,,,,,,,11,
2,Leroboleng,Tephra,3.0,50,1.0,,,78.88,44.84,48.9,4.76,,64.42,40.53,,,,,,,,,11,
3,Leroboleng,Tephra,3.0,50,100.0,,,14.14,3.63,8.45,,,,40.53,,,,,,,,,11,
4,Leroboleng,Tephra,3.0,90,1.0,,,56.55,22.34,30.06,0.13,,23.8,40.53,,,,,,,,,11,
5,Leroboleng,Tephra,3.0,90,100.0,,,,3.63,8.28,,,,,,,,,,,,,11,
6,Leroboleng,Tephra,4.0,10,1.0,,,208.97,428.03,843.52,30.5,0.65,561.29,29.31,,,0.08,0.07,,,,,11,
7,Leroboleng,Tephra,4.0,10,100.0,,,67.81,49.71,62.04,1.61,,59.09,40.53,,,,,,,,,11,
8,Leroboleng,Tephra,4.0,50,1.0,,,153.84,225.77,374.09,16.23,,389.03,27.73,,,0.04,,,,,,11,
9,Leroboleng,Tephra,4.0,50,100.0,,,63.46,23.62,38.9,,,50.0,40.53,,,,,,,,,11,
10,Leroboleng,Tephra,4.0,90,1.0,,,160.31,139.85,253.2,12.39,,223.58,27.73,,,0.04,,,,,,11,
11,Leroboleng,Tephra,4.0,90,100.0,,,23.8,14.67,28.83,,,8.85,40.53,,,,,,,,,11,
12,Leroboleng,Tephra,5.0,10,1.0,,,866.7,3659.52,5495.08,191.68,3.67,1829.87,612.04,,,0.15,0.31,,,0.16,,11,
13,Leroboleng,Tephra,5.0,10,100.0,,,178.25,233.17,406.14,16.03,,363.99,40.53,,,0.04,,,,,,11,
14,Leroboleng,Tephra,5.0,50,1.0,,,615.97,1978.04,2942.09,104.97,3.67,1266.76,387.19,,,0.14,0.27,,,0.11,,11,
15,Leroboleng,Tephra,5.0,50,100.0,,,149.19,130.9,253.81,10.29,,199.82,40.53,,,0.04,,,,,,11,
16,Leroboleng,Tephra,5.0,90,1.0,,,392.44,927.21,1374.45,45.98,0.65,837.46,53.5,,,0.12,0.09,,,,,11,
17,Leroboleng,Tephra,5.0,90,100.0,,,97.46,66.36,109.09,5.11,,74.6,40.53,,,,,,,,,11,
0,Leroboleng,Tephra,3.0,10,1.0,,,123.23,82.08,175.98,11.63,,138.57,40.53,,,0.04,,,,,,12,
1,Leroboleng,Tephra,3.0,10,100.0,,,17.72,15.53,17.42,,,,40.53,,,,,,,,,12,
2,Leroboleng,Tephra,3.0,50,1.0,,,66.22,62.77,66.3,5.64,,64.42,40.53,,,,,,,,,12,
3,Leroboleng,Tephra,3.0,50,100.0,,,14.14,3.63,11.8,,,,,,,,,,,,,12,
4,Leroboleng,Tephra,3.0,90,1.0,,,56.55,22.34,29.13,0.13,,23.8,40.53,,,,,,,,,12,
5,Leroboleng,Tephra,3.0,90,100.0,,,,3.63,8.28,,,,,,,,,,,,,12,
6,Leroboleng,Tephra,4.0,10,1.0,,,259.88,537.33,900.66,31.83,0.65,548.69,29.31,,,0.08,0.07,,,,,12,
7,Leroboleng,Tephra,4.0,10,100.0,,,66.22,57.22,53.4,1.75,,67.92,40.53,,,,,,,,,12,
8,Leroboleng,Tephra,4.0,50,1.0,,,203.3,304.89,679.08,30.06,0.65,428.65,27.73,,,0.08,0.07,,,,,12,
9,Leroboleng,Tephra,4.0,50,100.0,,,63.46,37.09,40.62,,,25.44,40.53,,,,,,,,,12,
10,Leroboleng,Tephra,4.0,90,1.0,,,141.1,157.13,246.87,9.79,,203.2,27.73,,,,,,,,,12,
11,Leroboleng,Tephra,4.0,90,100.0,,,52.97,6.59,27.96,,,23.8,40.53,,,,,,,,,12,
12,Leroboleng,Tephra,5.0,10,1.0,,,831.32,3802.5,5636.58,328.05,5.27,2012.32,639.48,,,0.17,0.39,,,0.16,,12,
13,Leroboleng,Tephra,5.0,10,100.0,,,202.06,188.05,416.03,21.54,0.26,292.34,40.53,,,0.04,,,,,,12,
14,Leroboleng,Tephra,5.0,50,1.0,,,759.73,3624.94,5520.3,191.59,4.38,2003.47,502.12,,,0.18,0.36,,,0.13,,12,
15,Leroboleng,Tephra,5.0,50,100.0,,,133.63,132.58,188.92,8.3,,141.42,40.53,,,,,,,,,12,
16,Leroboleng,Tephra,5.0,90,1.0,,,533.47,1809.92,2626.51,95.31,3.67,1142.95,335.44,,,0.15,0.25,,,0.07,,12,
17,Leroboleng,Tephra,5.0,90,100.0,,,98.63,93.53,117.44,5.52,,93.14,40.53,,,,,,,,,12,
0,Lewotobi,Tephra,3.0,10,1.0,,,107.0,107.79,186.62,8.7,,235.46,12.81,,,,,,,,,0,
1,Lewotobi,Tephra,3.0,10,100.0,,,29.17,3.64,26.15,0.51,,8.37,,,,,,,,,,0,
2,Lewotobi,Tephra,3.0,50,1.0,,,66.42,65.14,104.76,5.23,,118.05,12.81,,,,,,,,,0,
3,Lewotobi,Tephra,3.0,50,100.0,,,29.17,3.64,20.42,0.51,,8.37,,,,,,,,,,0,
4,Lewotobi,Tephra,3.0,90,1.0,,,36.31,26.1,71.53,4.99,,59.14,,,,,,,,,,0,
5,Lewotobi,Tephra,3.0,90,100.0,,,,3.64,0.21,,,,,,,,,,,,,0,
6,Lewotobi,Tephra,4.0,10,1.0,,,302.82,611.96,942.89,34.08,0.65,523.27,40.53,,,0.08,0.07,,,,,0,
7,Lewotobi,Tephra,4.0,10,100.0,,,80.87,73.42,137.55,6.45,,119.6,,,,,,,,,,0,
8,Lewotobi,Tephra,4.0,50,1.0,,,193.65,340.42,612.58,22.26,0.65,386.78,40.53,,,0.04,0.07,,,,,0,
9,Lewotobi,Tephra,4.0,50,100.0,,,50.49,53.69,89.02,5.1,,79.46,,,,,,,,,,0,
10,Lewotobi,Tephra,4.0,90,1.0,,,106.58,188.67,330.56,7.31,,255.17,12.81,,,0.04,,,,,,0,
11,Lewotobi,Tephra,4.0,90,100.0,,,35.06,27.91,63.62,4.99,,31.69,,,,,,,,,,0,
12,Lewotobi,Tephra,5.0,10,1.0,,,949.04,4424.24,5886.55,743.65,7.86,2253.47,934.6,,,0.2,0.32,,,0.16,,0,
13,Lewotobi,Tephra,5.0,10,100.0,,,229.05,454.29,735.11,26.75,0.65,435.48,40.53,,,0.04,0.07,,,,,0,
14,Lewotobi,Tephra,5.0,50,1.0,,,720.22,3297.53,4836.14,155.01,3.02,1665.15,546.54,,,0.13,0.22,,,0.13,,0,
15,Lewotobi,Tephra,5.0,50,100.0,,,149.92,275.54,558.07,22.05,0.65,325.75,12.81,,,0.04,0.07,,,,,0,
16,Lewotobi,Tephra,5.0,90,1.0,,,484.2,1332.03,1932.0,58.43,0.65,822.91,180.52,,,0.1,0.12,,,0.07,,0,
17,Lewotobi,Tephra,5.0,90,100.0,,,77.93,78.61,154.54,7.6,,176.63,,,,,,,,,,0,
18,Lewotobi,BAF,,10,,300.0,9800000.0,,,,,,,,,,,,,,,,0,
19,Lewotobi,BAF,,50,,300.0,9800000.0,,,,,,,,,,,,,,,,0,
20,Lewotobi,BAF,,90,,300.0,9800000.0,,,,,,,,,,,,,,,,0,
21,Lewotobi,BAF,,10,,990.0,9800000.0,,,,,,,,,,,,,,,,0,
22,Lewotobi,BAF,,50,,990.0,9800000.0,,,,,,,,,,,,,,,,0,
23,Lewotobi,BAF,,90,,990.0,9800000.0,,,,,,,,,,,,,,,,0,
24,Lewotobi,BAF,,10,,300.0,450000.0,,,,,,,,,,,,,,,,0,
25,Lewotobi,BAF,,50,,300.0,450000.0,,,,,,,,,,,,,,,,0,
26,Lewotobi,BAF,,90,,300.0,450000.0,,,,,,,,,,,,,,,,0,
27,Lewotobi,BAF,,10,,990.0,450000.0,,,,,,,,,,,,,,,,0,
28,Lewotobi,BAF,,50,,990.0,450000.0,,,,,,,,,,,,,,,,0,
29,Lewotobi,BAF,,90,,990.0,450000.0,,,,,,,,,,,,,,,,0,
30,Lewotobi,PDC,3.0,10,,,,61.83,47.17,104.44,5.63,,98.63,12.81,,,,,,,,,0,
31,Lewotobi,PDC,3.0,50,,,,32.6,3.64,56.17,1.25,,55.56,,,,,,,,,,0,
32,Lewotobi,PDC,3.0,90,,,,29.17,3.64,29.13,0.63,,55.56,,,,,,,,,,0,
33,Lewotobi,PDC,4.0,10,,,,88.55,80.13,169.76,6.81,,179.46,40.53,,,,,,,,,0,
34,Lewotobi,PDC,4.0,50,,,,52.97,20.26,67.19,5.02,,65.8,12.81,,,,,,,,,0,
35,Lewotobi,PDC,4.0,90,,,,32.55,3.64,49.76,1.25,,55.56,,,,,,,,,,0,
36,Lewotobi,PDC,5.0,10,,,,102.84,106.99,212.7,8.54,,214.33,40.53,,,,,,,,,0,
37,Lewotobi,PDC,5.0,50,,,,58.86,44.31,88.64,5.36,,79.74,12.81,,,,,,,,,0,
38,Lewotobi,PDC,5.0,90,,,,38.78,3.64,60.51,5.02,,55.56,,,,,,,,,,0,
0,Lewotobi,Tephra,3.0,10,1.0,,,80.73,76.67,179.76,6.7,,192.33,12.81,,,,,,,,,1,
1,Lewotobi,Tephra,3.0,10,100.0,,,29.17,3.64,7.55,0.11,,34.56,,,,,,,,,,1,
2,Lewotobi,Tephra,3.0,50,1.0,,,52.63,44.04,121.54,6.72,,122.42,12.81,,,,,,,,,1,
3,Lewotobi,Tephra,3.0,50,100.0,,,29.17,3.64,1.98,,,,,,,,,,,,,1,
4,Lewotobi,Tephra,3.0,90,1.0,,,32.6,20.67,64.62,6.3,,95.79,,,,,,,,,,1,
5,Lewotobi,Tephra,3.0,90,100.0,,,29.17,0.98,0.54,,,,,,,,,,,,,1,
6,Lewotobi,Tephra,4.0,10,1.0,,,225.72,522.77,826.3,27.38,0.65,453.44,42.12,,,0.08,0.07,,,,,1,
7,Lewotobi,Tephra,4.0,10,100.0,,,69.43,76.84,123.05,5.71,,111.0,,,,,,,,,,1,
8,Lewotobi,Tephra,4.0,50,1.0,,,173.02,347.91,721.83,23.59,0.65,442.91,40.53,,,0.08,0.07,,,,,1,
9,Lewotobi,Tephra,4.0,50,100.0,,,47.68,54.03,97.99,5.1,,89.75,,,,,,,,,,1,
10,Lewotobi,Tephra,4.0,90,1.0,,,173.59,288.83,598.3,20.74,0.65,373.69,40.53,,,0.08,0.07,,,,,1,
11,Lewotobi,Tephra,4.0,90,100.0,,,38.03,38.6,76.82,5.1,,79.46,,,,,,,,,,1,
12,Lewotobi,Tephra,5.0,10,1.0,,,1020.89,4427.19,6054.0,655.19,7.08,2355.15,869.44,,,0.49,0.37,,,0.17,,1,
13,Lewotobi,Tephra,5.0,10,100.0,,,198.77,370.13,701.84,25.61,0.65,412.96,40.53,,,0.04,0.07,,,,,1,
14,Lewotobi,Tephra,5.0,50,1.0,,,784.99,3530.23,5275.95,191.74,4.87,1795.92,580.06,,,0.17,0.3,,,0.16,,1,
15,Lewotobi,Tephra,5.0,50,100.0,,,167.26,302.2,616.2,24.59,0.65,376.45,12.81,,,0.04,0.07,,,,,1,
16,Lewotobi,Tephra,5.0,90,1.0,,,767.18,3450.32,5154.08,165.74,3.41,1776.7,534.78,,,0.13,0.29,,,0.13,,1,
17,Lewotobi,Tephra,5.0,90,100.0,,,121.39,212.03,375.82,12.94,0.26,274.1,12.81,,,0.04,,,,,,1,
0,Lewotobi,Tephra,3.0,10,1.0,,,88.25,88.76,193.14,6.93,,203.14,12.81,,,,,,,,,2,
1,Lewotobi,Tephra,3.0,10,100.0,,,29.17,3.64,16.62,0.59,,34.56,,,,,,,,,,2,
2,Lewotobi,Tephra,3.0,50,1.0,,,61.79,53.12,132.41,6.81,,123.5,12.81,,,,,,,,,2,
3,Lewotobi,Tephra,3.0,50,100.0,,,29.17,3.64,4.37,,,4.34,,,,,,,,,,2,
4,Lewotobi,Tephra,3.0,90,1.0,,,32.6,25.6,51.71,5.02,,55.56,,,,,,,,,,2,
5,Lewotobi,Tephra,3.0,90,100.0,,,29.17,3.64,0.75,,,,,,,,,,,,,2,
6,Lewotobi,Tephra,4.0,10,1.0,,,277.48,592.6,887.32,29.12,0.65,473.47,40.53,,,0.08,0.07,,,,,2,
7,Lewotobi,Tephra,4.0,10,100.0,,,72.6,68.78,127.77,5.74,,113.27,,,,,,,,,,2,
8,Lewotobi,Tephra,4.0,50,1.0,,,182.41,353.4,714.48,23.5,0.65,419.59,40.53,,,0.08,0.07,,,,,2,
9,Lewotobi,Tephra,4.0,50,100.0,,,49.87,54.03,93.09,5.1,,89.14,,,,,,,,,,2,
10,Lewotobi,Tephra,4.0,90,1.0,,,140.62,226.31,443.09,15.38,0.65,345.56,40.53,,,0.04,0.07,,,,,2,
11,Lewotobi,Tephra,4.0,90,100.0,,,35.06,25.67,67.56,5.02,,55.56,,,,,,,,,,2,
12,Lewotobi,Tephra,5.0,10,1.0,,,960.69,4285.35,6601.11,548.71,6.0,2364.3,889.64,,,0.55,0.41,,,0.17,,2,
13,Lewotobi,Tephra,5.0,10,100.0,,,233.46,431.34,740.08,26.42,0.65,430.43,40.53,,,0.04,0.07,,,,,2,
14,Lewotobi,Tephra,5.0,50,1.0,,,780.03,3462.75,5206.64,179.22,3.74,1758.37,549.03,,,0.15,0.3,,,0.13,,2,
15,Lewotobi,Tephra,5.0,50,100.0,,,151.22,269.53,564.49,24.44,0.65,362.23,12.81,,,0.04,0.07,,,,,2,
16,Lewotobi,Tephra,5.0,90,1.0,,,690.0,3183.24,4752.16,160.73,3.67,1666.79,513.35,,,0.13,0.29,,,0.13,,2,
17,Lewotobi,Tephra,5.0,90,100.0,,,104.07,171.85,338.65,11.34,,235.07,12.81,,,0.04,,,,,,2,
0,Lewotobi,Tephra,3.0,10,1.0,,,98.63,88.76,175.95,6.93,,191.3,12.81,,,,,,,,,3,
1,Lewotobi,Tephra,3.0,10,100.0,,,29.17,3.64,18.75,0.51,,8.37,,,,,,,,,,3,
2,Lewotobi,Tephra,3.0,50,1.0,,,78.06,75.08,114.76,4.59,,125.33,12.81,,,,,,,,,3,
3,Lewotobi,Tephra,3.0,50,100.0,,,29.17,3.64,13.57,0.51,,8.37,,,,,,,,,,3,
4,Lewotobi,Tephra,3.0,90,1.0,,,61.79,42.06,82.28,5.1,,59.14,12.81,,,,,,,,,3,
5,Lewotobi,Tephra,3.0,90,100.0,,,29.17,3.64,3.89,,,4.34,,,,,,,,,,3,
6,Lewotobi,Tephra,4.0,10,1.0,,,224.69,476.69,799.12,25.92,0.65,427.94,40.53,,,0.08,0.07,,,,,3,
7,Lewotobi,Tephra,4.0,10,100.0,,,80.87,68.78,124.03,5.74,,102.57,,,,,,,,,,3,
8,Lewotobi,Tephra,4.0,50,1.0,,,169.78,415.74,649.13,22.33,0.65,392.17,40.53,,,0.04,0.07,,,,,3,
9,Lewotobi,Tephra,4.0,50,100.0,,,58.33,58.88,102.11,5.53,,80.72,,,,,,,,,,3,
10,Lewotobi,Tephra,4.0,90,1.0,,,155.89,274.81,551.2,19.34,0.65,345.02,40.53,,,0.04,0.07,,,,,3,
11,Lewotobi,Tephra,4.0,90,100.0,,,38.65,52.98,72.14,5.1,,79.46,,,,,,,,,,3,
12,Lewotobi,Tephra,5.0,10,1.0,,,893.48,4215.18,5816.95,645.47,7.08,2260.26,828.67,,,0.18,0.37,,,0.13,,3,
13,Lewotobi,Tephra,5.0,10,100.0,,,204.51,403.26,682.67,25.65,0.65,397.08,40.53,,,0.04,0.07,,,,,3,
14,Lewotobi,Tephra,5.0,50,1.0,,,721.34,3482.98,5079.98,183.6,4.87,1768.73,574.3,,,0.15,0.3,,,0.13,,3,
15,Lewotobi,Tephra,5.0,50,100.0,,,168.82,293.33,594.09,23.0,0.65,334.06,12.81,,,0.04,0.07,,,,,3,
16,Lewotobi,Tephra,5.0,90,1.0,,,686.26,3225.04,4732.39,153.5,3.02,1628.41,513.35,,,0.13,0.22,,,0.13,,3,
17,Lewotobi,Tephra,5.0,90,100.0,,,132.42,228.38,488.76,21.66,0.65,303.64,,,,0.04,0.07,,,,,3,
0,Lewotobi,Tephra,3.0,10,1.0,,,95.01,84.52,117.39,5.94,,131.48,12.81,,,,,,,,,4,
1,Lewotobi,Tephra,3.0,10,100.0,,,29.17,3.64,25.78,0.51,,8.37,,,,,,,,,,4,
2,Lewotobi,Tephra,3.0,50,1.0,,,66.42,68.1,107.03,5.91,,126.94,12.81,,,,,,,,,4,
3,Lewotobi,Tephra,3.0,50,100.0,,,29.17,3.64,20.76,0.51,,8.37,,,,,,,,,,4,
4,Lewotobi,Tephra,3.0,90,1.0,,,57.69,52.18,89.25,4.48,,104.57,,,,,,,,,,4,
5,Lewotobi,Tephra,3.0,90,100.0,,,29.17,3.64,13.64,0.51,,8.37,,,,,,,,,,4,
6,Lewotobi,Tephra,4.0,10,1.0,,,217.51,445.01,781.81,26.7,0.65,444.33,40.53,,,0.08,0.07,,,,,4,
7,Lewotobi,Tephra,4.0,10,100.0,,,63.25,60.92,118.7,5.71,,89.65,,,,,,,,,,4,
8,Lewotobi,Tephra,4.0,50,1.0,,,149.1,295.68,585.54,20.53,0.65,354.01,40.53,,,0.04,0.07,,,,,4,
9,Lewotobi,Tephra,4.0,50,100.0,,,47.68,53.69,85.75,5.1,,79.46,,,,,,,,,,4,
10,Lewotobi,Tephra,4.0,90,1.0,,,119.2,201.12,316.57,4.67,,260.29,40.53,,,,,,,,,4,
11,Lewotobi,Tephra,4.0,90,100.0,,,35.06,30.06,68.24,4.99,,65.32,,,,,,,,,,4,
12,Lewotobi,Tephra,5.0,10,1.0,,,895.63,3996.43,5661.52,619.54,7.08,2076.32,753.82,,,0.2,0.32,,,0.16,,4,
13,Lewotobi,Tephra,5.0,10,100.0,,,190.15,322.29,675.53,25.51,0.65,401.22,40.53,,,0.04,0.07,,,,,4,
14,Lewotobi,Tephra,5.0,50,1.0,,,718.57,3304.68,4797.43,153.02,3.02,1648.66,546.54,,,0.13,0.22,,,0.13,,4,
15,Lewotobi,Tephra,5.0,50,100.0,,,141.59,240.45,502.16,21.63,0.65,320.66,12.81,,,0.04,0.07,,,,,4,
16,Lewotobi,Tephra,5.0,90,1.0,,,505.21,1616.83,2343.09,76.11,1.08,1039.44,259.55,,,0.14,0.25,,,0.07,,4,
17,Lewotobi,Tephra,5.0,90,100.0,,,87.55,83.51,162.74,7.71,,178.9,12.81,,,,,,,,,4,
0,Lewotobi,Tephra,3.0,10,1.0,,,95.05,88.76,152.14,6.93,,174.0,12.81,,,,,,,,,5,
1,Lewotobi,Tephra,3.0,10,100.0,,,29.17,3.64,21.19,0.51,,8.37,,,,,,,,,,5,
2,Lewotobi,Tephra,3.0,50,1.0,,,59.35,53.32,99.11,4.59,,89.35,12.81,,,,,,,,,5,
3,Lewotobi,Tephra,3.0,50,100.0,,,29.17,3.64,15.15,0.51,,8.37,,,,,,,,,,5,
4,Lewotobi,Tephra,3.0,90,1.0,,,43.14,37.36,76.51,4.99,,79.46,,,,,,,,,,5,
